State,Year,State_Year,Gender,Leading_Cancer_Sites,Incidence_Counts,Incidence_Age_Adjusted_Rate,Death_Counts,Mortality_Age_Adjusted_Rate,Mortality_Incidence_Age_Adjusted_Rate_Ratio,Population,%_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,%_Low_birthweight,%_Adult_smoking,%_Adults_with_Obesity,%_Physically_Inactive,%_Excessive_Drinking,%_Uninsured,Primary_Care_Physicians_Rate,Mental_Health_Provider_Rate,%_With_Annual_Mammogram,%_Unemployed,%_Children_in_Poverty,Average_Daily_PM2.5,%_Severe_Housing_Problems,%_Adults_with_Diabetes,Median_Household_Income,%_Less_Than_18_Years_of_Age,%_65_and_Over,%_Black,%_American_Indian_&_Alaska_Native,%_Asian,%_Native_Hawaiian/Other_Pacific_Islander,%_Hispanic,%_Non_Hispanic_White,%_Female,%_Rural,Region
Idaho,2013,Idaho2013,Female,Pancreas,113,11.9,99,10.51,0.88,804640,16.02,3.73,3.45,6.62,16.75,27.64,22.66,14.43,21.73,52.51,69.57,54.61,7.59,23.21,10.04,14.89,9.43,43438,25.68,16.1,0.36,1.89,0.73,0.13,12.01,84.02,49.1,61.47,West
Idaho,2013,Idaho2013,Male,Colon and Rectum,354,42.48,130,15.82,0.37,807413,16.02,3.73,3.45,6.62,16.75,27.64,22.66,14.43,21.73,52.51,69.57,54.61,7.59,23.21,10.04,14.89,9.43,43438,25.68,16.1,0.36,1.89,0.73,0.13,12.01,84.02,49.1,61.47,West
Idaho,2013,Idaho2013,Male,Lung and Bronchus,436,52.62,347,43.59,0.83,807413,16.02,3.73,3.45,6.62,16.75,27.64,22.66,14.43,21.73,52.51,69.57,54.61,7.59,23.21,10.04,14.89,9.43,43438,25.68,16.1,0.36,1.89,0.73,0.13,12.01,84.02,49.1,61.47,West
Idaho,2013,Idaho2013,Male,Pancreas,134,16.14,113,14.22,0.88,807413,16.02,3.73,3.45,6.62,16.75,27.64,22.66,14.43,21.73,52.51,69.57,54.61,7.59,23.21,10.04,14.89,9.43,43438,25.68,16.1,0.36,1.89,0.73,0.13,12.01,84.02,49.1,61.47,West
Idaho,2014,Idaho2014,Female,Colon and Rectum,324,35.01,107,11.29,0.32,814428,16.02,3.73,3.45,6.61,16.75,28.4,21.63,14.43,20.81,53.97,93.4,55.72,6.82,21.5,10.04,15.31,9.48,44418,25.42,16.69,0.4,1.99,0.81,0.14,12.35,83.36,49.18,61.47,West
Idaho,2014,Idaho2014,Female,Lung and Bronchus,439,45.26,305,31.79,0.7,814428,16.02,3.73,3.45,6.61,16.75,28.4,21.63,14.43,20.81,53.97,93.4,55.72,6.82,21.5,10.04,15.31,9.48,44418,25.42,16.69,0.4,1.99,0.81,0.14,12.35,83.36,49.18,61.47,West
Idaho,2014,Idaho2014,Female,Pancreas,119,12.32,105,11.31,0.92,814428,16.02,3.73,3.45,6.61,16.75,28.4,21.63,14.43,20.81,53.97,93.4,55.72,6.82,21.5,10.04,15.31,9.48,44418,25.42,16.69,0.4,1.99,0.81,0.14,12.35,83.36,49.18,61.47,West
Idaho,2014,Idaho2014,Male,Colon and Rectum,329,38.04,124,14.75,0.39,817820,16.02,3.73,3.45,6.61,16.75,28.4,21.63,14.43,20.81,53.97,93.4,55.72,6.82,21.5,10.04,15.31,9.48,44418,25.42,16.69,0.4,1.99,0.81,0.14,12.35,83.36,49.18,61.47,West
Idaho,2014,Idaho2014,Male,Lung and Bronchus,511,59.9,354,42.2,0.7,817820,16.02,3.73,3.45,6.61,16.75,28.4,21.63,14.43,20.81,53.97,93.4,55.72,6.82,21.5,10.04,15.31,9.48,44418,25.42,16.69,0.4,1.99,0.81,0.14,12.35,83.36,49.18,61.47,West
Idaho,2014,Idaho2014,Male,Pancreas,116,13.23,100,11.31,0.85,817820,16.02,3.73,3.45,6.61,16.75,28.4,21.63,14.43,20.81,53.97,93.4,55.72,6.82,21.5,10.04,15.31,9.48,44418,25.42,16.69,0.4,1.99,0.81,0.14,12.35,83.36,49.18,61.47,West
Idaho,2015,Idaho2015,Female,Colon and Rectum,318,32.97,92,9.47,0.29,824601,14.94,3.75,3.64,6.77,17.11,28.83,22.4,15.56,22.07,53.71,101.27,55.55,5.36,21.43,10.04,15.85,9.31,45772,25.37,17.16,0.42,2.03,0.82,0.16,12.6,83.02,49.26,61.47,West
Idaho,2015,Idaho2015,Female,Lung and Bronchus,449,45.97,304,30.71,0.67,824601,14.94,3.75,3.64,6.77,17.11,28.83,22.4,15.56,22.07,53.71,101.27,55.55,5.36,21.43,10.04,15.85,9.31,45772,25.37,17.16,0.42,2.03,0.82,0.16,12.6,83.02,49.26,61.47,West
Idaho,2015,Idaho2015,Female,Pancreas,103,10.23,82,8.11,0.79,824601,14.94,3.75,3.64,6.77,17.11,28.83,22.4,15.56,22.07,53.71,101.27,55.55,5.36,21.43,10.04,15.85,9.31,45772,25.37,17.16,0.42,2.03,0.82,0.16,12.6,83.02,49.26,61.47,West
Idaho,2015,Idaho2015,Male,Colon and Rectum,342,39.8,131,15.9,0.4,827894,14.94,3.75,3.64,6.77,17.11,28.83,22.4,15.56,22.07,53.71,101.27,55.55,5.36,21.43,10.04,15.85,9.31,45772,25.37,17.16,0.42,2.03,0.82,0.16,12.6,83.02,49.26,61.47,West
Idaho,2015,Idaho2015,Male,Lung and Bronchus,514,58.77,345,39.35,0.67,827894,14.94,3.75,3.64,6.77,17.11,28.83,22.4,15.56,22.07,53.71,101.27,55.55,5.36,21.43,10.04,15.85,9.31,45772,25.37,17.16,0.42,2.03,0.82,0.16,12.6,83.02,49.26,61.47,West
Idaho,2015,Idaho2015,Male,Pancreas,170,19.41,130,14.68,0.76,827894,14.94,3.75,3.64,6.77,17.11,28.83,22.4,15.56,22.07,53.71,101.27,55.55,5.36,21.43,10.04,15.85,9.31,45772,25.37,17.16,0.42,2.03,0.82,0.16,12.6,83.02,49.26,61.47,West
Idaho,2016,Idaho2016,Female,Colon and Rectum,293,29.99,115,11.64,0.39,840378,15.61,3.83,3.56,6.8,15.18,28.68,21.42,15.0,18.36,53.61,109.05,54.36,4.68,20.55,7.21,16.16,9.24,46685,25.16,17.73,0.44,2.07,0.86,0.17,12.77,82.77,49.34,61.47,West
Idaho,2016,Idaho2016,Female,Lung and Bronchus,469,46.08,267,26.64,0.58,840378,15.61,3.83,3.56,6.8,15.18,28.68,21.42,15.0,18.36,53.61,109.05,54.36,4.68,20.55,7.21,16.16,9.24,46685,25.16,17.73,0.44,2.07,0.86,0.17,12.77,82.77,49.34,61.47,West
Idaho,2016,Idaho2016,Female,Pancreas,129,12.95,91,9.04,0.7,840378,15.61,3.83,3.56,6.8,15.18,28.68,21.42,15.0,18.36,53.61,109.05,54.36,4.68,20.55,7.21,16.16,9.24,46685,25.16,17.73,0.44,2.07,0.86,0.17,12.77,82.77,49.34,61.47,West
Idaho,2016,Idaho2016,Male,Colon and Rectum,371,41.12,129,14.78,0.36,843658,15.61,3.83,3.56,6.8,15.18,28.68,21.42,15.0,18.36,53.61,109.05,54.36,4.68,20.55,7.21,16.16,9.24,46685,25.16,17.73,0.44,2.07,0.86,0.17,12.77,82.77,49.34,61.47,West
Idaho,2016,Idaho2016,Male,Lung and Bronchus,481,53.45,312,36.12,0.68,843658,15.61,3.83,3.56,6.8,15.18,28.68,21.42,15.0,18.36,53.61,109.05,54.36,4.68,20.55,7.21,16.16,9.24,46685,25.16,17.73,0.44,2.07,0.86,0.17,12.77,82.77,49.34,61.47,West
Idaho,2016,Idaho2016,Male,Pancreas,125,13.34,112,11.9,0.89,843658,15.61,3.83,3.56,6.8,15.18,28.68,21.42,15.0,18.36,53.61,109.05,54.36,4.68,20.55,7.21,16.16,9.24,46685,25.16,17.73,0.44,2.07,0.86,0.17,12.77,82.77,49.34,61.47,West
Idaho,2017,Idaho2017,Female,Colon and Rectum,304,30.59,122,11.86,0.39,858030,16.51,3.87,3.9,6.89,15.13,29.19,22.41,15.89,15.27,52.4,113.37,54.36,19.76,7.21,16.09,16.09,9.22,48010,25.08,18.18,0.45,2.13,0.85,0.18,12.94,82.5,49.23,61.47,West
Idaho,2017,Idaho2017,Female,Lung and Bronchus,514,48.45,278,26.37,0.54,858030,16.51,3.87,3.9,6.89,15.13,29.19,22.41,15.89,15.27,52.4,113.37,54.36,19.76,7.21,16.09,16.09,9.22,48010,25.08,18.18,0.45,2.13,0.85,0.18,12.94,82.5,49.23,61.47,West
Idaho,2017,Idaho2017,Female,Pancreas,138,13.36,116,10.96,0.82,858030,16.51,3.87,3.9,6.89,15.13,29.19,22.41,15.89,15.27,52.4,113.37,54.36,19.76,7.21,16.09,16.09,9.22,48010,25.08,18.18,0.45,2.13,0.85,0.18,12.94,82.5,49.23,61.47,West
Idaho,2017,Idaho2017,Male,Colon and Rectum,357,37.87,135,14.63,0.39,861715,16.51,3.87,3.9,6.89,15.13,29.19,22.41,15.89,15.27,52.4,113.37,54.36,19.76,7.21,16.09,16.09,9.22,48010,25.08,18.18,0.45,2.13,0.85,0.18,12.94,82.5,49.23,61.47,West
Idaho,2017,Idaho2017,Male,Lung and Bronchus,496,50.89,329,34.85,0.68,861715,16.51,3.87,3.9,6.89,15.13,29.19,22.41,15.89,15.27,52.4,113.37,54.36,19.76,7.21,16.09,16.09,9.22,48010,25.08,18.18,0.45,2.13,0.85,0.18,12.94,82.5,49.23,61.47,West
Idaho,2017,Idaho2017,Male,Pancreas,166,17.73,128,13.89,0.78,861715,16.51,3.87,3.9,6.89,15.13,29.19,22.41,15.89,15.27,52.4,113.37,54.36,19.76,7.21,16.09,16.09,9.22,48010,25.08,18.18,0.45,2.13,0.85,0.18,12.94,82.5,49.23,61.47,West
Idaho,2018,Idaho2018,Female,Colon and Rectum,318,31.55,128,11.7,0.37,873726,16.51,3.87,3.9,6.83,15.13,28.88,21.31,15.89,13.97,52.94,115.91,35.23,3.63,17.91,7.63,15.77,9.07,50080,25.03,18.6,0.47,2.13,0.89,0.18,13.05,82.29,49.21,61.47,West
Idaho,2018,Idaho2018,Female,Lung and Bronchus,465,42.18,308,28.25,0.67,873726,16.51,3.87,3.9,6.83,15.13,28.88,21.31,15.89,13.97,52.94,115.91,35.23,3.63,17.91,7.63,15.77,9.07,50080,25.03,18.6,0.47,2.13,0.89,0.18,13.05,82.29,49.21,61.47,West
Idaho,2018,Idaho2018,Female,Pancreas,96,8.56,91,8.31,0.97,873726,16.51,3.87,3.9,6.83,15.13,28.88,21.31,15.89,13.97,52.94,115.91,35.23,3.63,17.91,7.63,15.77,9.07,50080,25.03,18.6,0.47,2.13,0.89,0.18,13.05,82.29,49.21,61.47,West
Idaho,2018,Idaho2018,Male,Colon and Rectum,402,42.27,144,15.02,0.36,878348,16.51,3.87,3.9,6.83,15.13,28.88,21.31,15.89,13.97,52.94,115.91,35.23,3.63,17.91,7.63,15.77,9.07,50080,25.03,18.6,0.47,2.13,0.89,0.18,13.05,82.29,49.21,61.47,West
Idaho,2018,Idaho2018,Male,Lung and Bronchus,515,51.67,325,33.18,0.64,878348,16.51,3.87,3.9,6.83,15.13,28.88,21.31,15.89,13.97,52.94,115.91,35.23,3.63,17.91,7.63,15.77,9.07,50080,25.03,18.6,0.47,2.13,0.89,0.18,13.05,82.29,49.21,61.47,West
Idaho,2018,Idaho2018,Male,Pancreas,149,15.35,122,12.39,0.81,878348,16.51,3.87,3.9,6.83,15.13,28.88,21.31,15.89,13.97,52.94,115.91,35.23,3.63,17.91,7.63,15.77,9.07,50080,25.03,18.6,0.47,2.13,0.89,0.18,13.05,82.29,49.21,61.47,West
Idaho,2019,Idaho2019,Female,Colon and Rectum,339,31.51,111,10.16,0.32,891995,14.57,3.63,3.6,6.79,14.35,29.3,20.8,16.59,11.81,65.93,208.47,39.0,2.84,14.2,7.4,15.12,8.9,55524,25.48,15.86,0.74,1.74,1.59,0.22,12.71,81.74,49.89,29.42,West
Idaho,2019,Idaho2019,Female,Lung and Bronchus,529,45.49,269,23.58,0.52,891995,14.57,3.63,3.6,6.79,14.35,29.3,20.8,16.59,11.81,65.93,208.47,39.0,2.84,14.2,7.4,15.12,8.9,55524,25.48,15.86,0.74,1.74,1.59,0.22,12.71,81.74,49.89,29.42,West
Idaho,2019,Idaho2019,Female,Pancreas,136,11.92,111,9.52,0.8,891995,14.57,3.63,3.6,6.79,14.35,29.3,20.8,16.59,11.81,65.93,208.47,39.0,2.84,14.2,7.4,15.12,8.9,55524,25.48,15.86,0.74,1.74,1.59,0.22,12.71,81.74,49.89,29.42,West
Idaho,2019,Idaho2019,Male,Colon and Rectum,390,38.63,141,14.59,0.38,897065,14.57,3.63,3.6,6.79,14.35,29.3,20.8,16.59,11.81,65.93,208.47,39.0,2.84,14.2,7.4,15.12,8.9,55524,25.48,15.86,0.74,1.74,1.59,0.22,12.71,81.74,49.89,29.42,West
Idaho,2019,Idaho2019,Male,Lung and Bronchus,487,46.28,303,29.52,0.64,897065,14.57,3.63,3.6,6.79,14.35,29.3,20.8,16.59,11.81,65.93,208.47,39.0,2.84,14.2,7.4,15.12,8.9,55524,25.48,15.86,0.74,1.74,1.59,0.22,12.71,81.74,49.89,29.42,West
Idaho,2019,Idaho2019,Male,Pancreas,159,15.2,114,11.03,0.73,897065,14.57,3.63,3.6,6.79,14.35,29.3,20.8,16.59,11.81,65.93,208.47,39.0,2.84,14.2,7.4,15.12,8.9,55524,25.48,15.86,0.74,1.74,1.59,0.22,12.71,81.74,49.89,29.42,West
Idaho,2020,Idaho2020,Female,Colon and Rectum,294,27.27,100,9.16,0.34,910789,15.11,3.74,3.97,6.85,14.96,29.0,20.4,17.1,13.14,65.44,217.79,40.0,2.91,12.7,6.6,14.44,9.3,60830,25.08,16.27,0.76,1.74,1.55,0.22,12.84,81.6,49.87,29.42,West
Idaho,2020,Idaho2020,Female,Lung and Bronchus,458,37.09,277,22.79,0.61,910789,15.11,3.74,3.97,6.85,14.96,29.0,20.4,17.1,13.14,65.44,217.79,40.0,2.91,12.7,6.6,14.44,9.3,60830,25.08,16.27,0.76,1.74,1.55,0.22,12.84,81.6,49.87,29.42,West
Idaho,2020,Idaho2020,Female,Pancreas,140,12.02,105,8.92,0.74,910789,15.11,3.74,3.97,6.85,14.96,29.0,20.4,17.1,13.14,65.44,217.79,40.0,2.91,12.7,6.6,14.44,9.3,60830,25.08,16.27,0.76,1.74,1.55,0.22,12.84,81.6,49.87,29.42,West
Idaho,2020,Idaho2020,Male,Colon and Rectum,383,37.86,134,13.4,0.35,916124,15.11,3.74,3.97,6.85,14.96,29.0,20.4,17.1,13.14,65.44,217.79,40.0,2.91,12.7,6.6,14.44,9.3,60830,25.08,16.27,0.76,1.74,1.55,0.22,12.84,81.6,49.87,29.42,West
Idaho,2020,Idaho2020,Male,Lung and Bronchus,473,42.9,311,29.02,0.68,916124,15.11,3.74,3.97,6.85,14.96,29.0,20.4,17.1,13.14,65.44,217.79,40.0,2.91,12.7,6.6,14.44,9.3,60830,25.08,16.27,0.76,1.74,1.55,0.22,12.84,81.6,49.87,29.42,West
Idaho,2020,Idaho2020,Male,Pancreas,185,17.72,146,13.52,0.76,916124,15.11,3.74,3.97,6.85,14.96,29.0,20.4,17.1,13.14,65.44,217.79,40.0,2.91,12.7,6.6,14.44,9.3,60830,25.08,16.27,0.76,1.74,1.55,0.22,12.84,81.6,49.87,29.42,West
Illinois,2010,Illinois2010,Female,Colon and Rectum,3037,39.58,1139,14.27,0.36,6543435,14.39,3.58,3.15,7.63,21.25,27.3,26.58,16.56,16.07,50.43,42.16,64.15,9.89,17.88,0.81,26.21,8.8,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2010,Illinois2010,Female,Lung and Bronchus,4486,59.99,3096,41.13,0.69,6543435,14.39,3.58,3.15,7.63,21.25,27.3,26.58,16.56,16.07,50.43,42.16,64.15,9.89,17.88,0.81,26.21,8.8,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2010,Illinois2010,Female,Pancreas,893,11.58,793,10.23,0.88,6543435,14.39,3.58,3.15,7.63,21.25,27.3,26.58,16.56,16.07,50.43,42.16,64.15,9.89,17.88,0.81,26.21,8.8,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2010,Illinois2010,Male,Colon and Rectum,3329,55.99,1159,20.12,0.36,6297110,14.39,3.58,3.15,7.63,21.25,27.3,26.58,16.56,16.07,50.43,42.16,64.15,9.89,17.88,0.81,26.21,8.8,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2010,Illinois2010,Male,Lung and Bronchus,4815,82.33,3575,62.1,0.75,6297110,14.39,3.58,3.15,7.63,21.25,27.3,26.58,16.56,16.07,50.43,42.16,64.15,9.89,17.88,0.81,26.21,8.8,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2010,Illinois2010,Male,Pancreas,888,15.11,751,12.95,0.86,6297110,14.39,3.58,3.15,7.63,21.25,27.3,26.58,16.56,16.07,50.43,42.16,64.15,9.89,17.88,0.81,26.21,8.8,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2011,Illinois2011,Female,Colon and Rectum,3124,40.25,1099,13.72,0.34,6555863,14.31,3.45,3.14,7.79,19.79,29.13,29.08,16.47,13.25,52.49,11.89,65.53,10.19,19.55,0.81,25.33,9.05,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2011,Illinois2011,Female,Lung and Bronchus,4447,58.19,3035,39.53,0.68,6555863,14.31,3.45,3.14,7.79,19.79,29.13,29.08,16.47,13.25,52.49,11.89,65.53,10.19,19.55,0.81,25.33,9.05,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2011,Illinois2011,Female,Pancreas,897,11.48,792,10.0,0.87,6555863,14.31,3.45,3.14,7.79,19.79,29.13,29.08,16.47,13.25,52.49,11.89,65.53,10.19,19.55,0.81,25.33,9.05,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2011,Illinois2011,Male,Colon and Rectum,3323,54.53,1079,18.32,0.34,6311920,14.31,3.45,3.14,7.79,19.79,29.13,29.08,16.47,13.25,52.49,11.89,65.53,10.19,19.55,0.81,25.33,9.05,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2011,Illinois2011,Male,Lung and Bronchus,4942,82.51,3581,60.94,0.74,6311920,14.31,3.45,3.14,7.79,19.79,29.13,29.08,16.47,13.25,52.49,11.89,65.53,10.19,19.55,0.81,25.33,9.05,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2011,Illinois2011,Male,Pancreas,902,14.9,768,13.01,0.87,6311920,14.31,3.45,3.14,7.79,19.79,29.13,29.08,16.47,13.25,52.49,11.89,65.53,10.19,19.55,0.81,25.33,9.05,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2012,Illinois2012,Female,Colon and Rectum,2940,37.4,1030,12.54,0.34,6562818,13.8,3.35,3.03,7.83,18.48,29.11,29.04,15.91,13.3,48.45,18.66,65.02,9.37,20.58,12.33,25.53,9.05,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.8,50.02,50.71,Midwest
Illinois,2012,Illinois2012,Female,Lung and Bronchus,4534,58.63,3102,39.58,0.68,6562818,13.8,3.35,3.03,7.83,18.48,29.11,29.04,15.91,13.3,48.45,18.66,65.02,9.37,20.58,12.33,25.53,9.05,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.8,50.02,50.71,Midwest
Illinois,2012,Illinois2012,Female,Pancreas,927,11.69,771,9.65,0.83,6562818,13.8,3.35,3.03,7.83,18.48,29.11,29.04,15.91,13.3,48.45,18.66,65.02,9.37,20.58,12.33,25.53,9.05,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.8,50.02,50.71,Midwest
Illinois,2012,Illinois2012,Male,Colon and Rectum,3245,52.19,1186,19.9,0.38,6320211,13.8,3.35,3.03,7.83,18.48,29.11,29.04,15.91,13.3,48.45,18.66,65.02,9.37,20.58,12.33,25.53,9.05,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.8,50.02,50.71,Midwest
Illinois,2012,Illinois2012,Male,Lung and Bronchus,4832,78.86,3576,59.21,0.75,6320211,13.8,3.35,3.03,7.83,18.48,29.11,29.04,15.91,13.3,48.45,18.66,65.02,9.37,20.58,12.33,25.53,9.05,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.8,50.02,50.71,Midwest
Illinois,2012,Illinois2012,Male,Pancreas,919,14.57,770,12.39,0.85,6320211,13.8,3.35,3.03,7.83,18.48,29.11,29.04,15.91,13.3,48.45,18.66,65.02,9.37,20.58,12.33,25.53,9.05,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.8,50.02,50.71,Midwest
Illinois,2013,Illinois2013,Female,Colon and Rectum,2983,37.56,1112,13.3,0.35,6566512,14.99,3.52,3.08,7.79,21.29,29.86,27.86,19.44,12.51,48.12,76.83,63.64,8.82,20.22,12.61,11.65,9.67,48904,22.24,17.02,4.94,0.34,1.09,0.04,4.47,88.2,49.99,51.09,Midwest
Illinois,2013,Illinois2013,Female,Lung and Bronchus,4334,54.7,3047,38.23,0.7,6566512,14.99,3.52,3.08,7.79,21.29,29.86,27.86,19.44,12.51,48.12,76.83,63.64,8.82,20.22,12.61,11.65,9.67,48904,22.24,17.02,4.94,0.34,1.09,0.04,4.47,88.2,49.99,51.09,Midwest
Illinois,2013,Illinois2013,Female,Pancreas,924,11.4,778,9.49,0.83,6566512,14.99,3.52,3.08,7.79,21.29,29.86,27.86,19.44,12.51,48.12,76.83,63.64,8.82,20.22,12.61,11.65,9.67,48904,22.24,17.02,4.94,0.34,1.09,0.04,4.47,88.2,49.99,51.09,Midwest
Illinois,2013,Illinois2013,Male,Colon and Rectum,3243,50.86,1153,18.84,0.37,6329266,14.99,3.52,3.08,7.79,21.29,29.86,27.86,19.44,12.51,48.12,76.83,63.64,8.82,20.22,12.61,11.65,9.67,48904,22.24,17.02,4.94,0.34,1.09,0.04,4.47,88.2,49.99,51.09,Midwest
Illinois,2013,Illinois2013,Male,Lung and Bronchus,4870,77.24,3485,56.0,0.72,6329266,14.99,3.52,3.08,7.79,21.29,29.86,27.86,19.44,12.51,48.12,76.83,63.64,8.82,20.22,12.61,11.65,9.67,48904,22.24,17.02,4.94,0.34,1.09,0.04,4.47,88.2,49.99,51.09,Midwest
Illinois,2013,Illinois2013,Male,Pancreas,979,15.34,788,12.68,0.83,6329266,14.99,3.52,3.08,7.79,21.29,29.86,27.86,19.44,12.51,48.12,76.83,63.64,8.82,20.22,12.61,11.65,9.67,48904,22.24,17.02,4.94,0.34,1.09,0.04,4.47,88.2,49.99,51.09,Midwest
Illinois,2014,Illinois2014,Female,Colon and Rectum,2953,36.77,1025,12.26,0.33,6560509,14.99,3.52,3.08,7.84,21.29,30.6,27.09,19.44,12.32,47.47,104.12,63.85,9.16,20.91,12.61,11.96,10.29,49491,22.03,17.38,5.06,0.35,1.19,0.04,4.71,87.64,49.93,51.09,Midwest
Illinois,2014,Illinois2014,Female,Lung and Bronchus,4745,58.95,3104,38.13,0.65,6560509,14.99,3.52,3.08,7.84,21.29,30.6,27.09,19.44,12.32,47.47,104.12,63.85,9.16,20.91,12.61,11.96,10.29,49491,22.03,17.38,5.06,0.35,1.19,0.04,4.71,87.64,49.93,51.09,Midwest
Illinois,2014,Illinois2014,Female,Pancreas,935,11.46,779,9.33,0.81,6560509,14.99,3.52,3.08,7.84,21.29,30.6,27.09,19.44,12.32,47.47,104.12,63.85,9.16,20.91,12.61,11.96,10.29,49491,22.03,17.38,5.06,0.35,1.19,0.04,4.71,87.64,49.93,51.09,Midwest
Illinois,2014,Illinois2014,Male,Colon and Rectum,3264,50.09,1136,18.36,0.37,6324583,14.99,3.52,3.08,7.84,21.29,30.6,27.09,19.44,12.32,47.47,104.12,63.85,9.16,20.91,12.61,11.96,10.29,49491,22.03,17.38,5.06,0.35,1.19,0.04,4.71,87.64,49.93,51.09,Midwest
Illinois,2014,Illinois2014,Male,Lung and Bronchus,4949,76.81,3546,56.46,0.73,6324583,14.99,3.52,3.08,7.84,21.29,30.6,27.09,19.44,12.32,47.47,104.12,63.85,9.16,20.91,12.61,11.96,10.29,49491,22.03,17.38,5.06,0.35,1.19,0.04,4.71,87.64,49.93,51.09,Midwest
Illinois,2014,Illinois2014,Male,Pancreas,1012,15.53,816,12.72,0.82,6324583,14.99,3.52,3.08,7.84,21.29,30.6,27.09,19.44,12.32,47.47,104.12,63.85,9.16,20.91,12.61,11.96,10.29,49491,22.03,17.38,5.06,0.35,1.19,0.04,4.71,87.64,49.93,51.09,Midwest
Illinois,2015,Illinois2015,Female,Colon and Rectum,2937,36.44,1129,13.35,0.37,6545496,14.08,3.54,3.5,7.75,16.09,30.95,26.33,20.28,12.09,47.51,111.8,64.1,7.07,20.15,12.61,12.01,9.85,50953,21.8,17.81,5.12,0.36,1.23,0.04,4.82,87.39,49.93,51.09,Midwest
Illinois,2015,Illinois2015,Female,Lung and Bronchus,4703,57.46,2937,35.46,0.62,6545496,14.08,3.54,3.5,7.75,16.09,30.95,26.33,20.28,12.09,47.51,111.8,64.1,7.07,20.15,12.61,12.01,9.85,50953,21.8,17.81,5.12,0.36,1.23,0.04,4.82,87.39,49.93,51.09,Midwest
Illinois,2015,Illinois2015,Female,Pancreas,1004,12.07,786,9.24,0.77,6545496,14.08,3.54,3.5,7.75,16.09,30.95,26.33,20.28,12.09,47.51,111.8,64.1,7.07,20.15,12.61,12.01,9.85,50953,21.8,17.81,5.12,0.36,1.23,0.04,4.82,87.39,49.93,51.09,Midwest
Illinois,2015,Illinois2015,Male,Colon and Rectum,3351,50.75,1213,18.97,0.37,6314089,14.08,3.54,3.5,7.75,16.09,30.95,26.33,20.28,12.09,47.51,111.8,64.1,7.07,20.15,12.61,12.01,9.85,50953,21.8,17.81,5.12,0.36,1.23,0.04,4.82,87.39,49.93,51.09,Midwest
Illinois,2015,Illinois2015,Male,Lung and Bronchus,4891,74.38,3469,53.38,0.72,6314089,14.08,3.54,3.5,7.75,16.09,30.95,26.33,20.28,12.09,47.51,111.8,64.1,7.07,20.15,12.61,12.01,9.85,50953,21.8,17.81,5.12,0.36,1.23,0.04,4.82,87.39,49.93,51.09,Midwest
Illinois,2015,Illinois2015,Male,Pancreas,1053,16.06,857,13.23,0.82,6314089,14.08,3.54,3.5,7.75,16.09,30.95,26.33,20.28,12.09,47.51,111.8,64.1,7.07,20.15,12.61,12.01,9.85,50953,21.8,17.81,5.12,0.36,1.23,0.04,4.82,87.39,49.93,51.09,Midwest
Illinois,2016,Illinois2016,Female,Colon and Rectum,3126,38.95,1053,12.03,0.31,6523873,14.18,3.63,3.6,7.65,15.66,29.97,24.33,19.3,8.99,46.78,125.33,62.38,6.15,20.19,10.61,11.99,10.51,52188,21.71,18.18,5.18,0.37,1.28,0.04,4.93,87.12,49.9,51.09,Midwest
Illinois,2016,Illinois2016,Female,Lung and Bronchus,4732,57.04,2991,35.58,0.62,6523873,14.18,3.63,3.6,7.65,15.66,29.97,24.33,19.3,8.99,46.78,125.33,62.38,6.15,20.19,10.61,11.99,10.51,52188,21.71,18.18,5.18,0.37,1.28,0.04,4.93,87.12,49.9,51.09,Midwest
